TemperatureC,DewPointC,Humidity,SeaLevelPressurehPa,VisibilityKm,WindSpeedKmh,WindDirDegrees,Office_Autumn
17.8,3.3,38.0,1020.2,16.1,13.0,130,136.46
19.4,2.2,32.0,1019.5,16.1,11.1,150,126.55
21.1,2.2,29.0,1018.1,16.1,5.6,170,120.41
22.2,1.7,26.0,1017.0,16.1,5.6,150,125.52
23.3,1.1,23.0,1016.1,16.1,0.0,0,122.63
23.9,1.1,22.0,1015.7,16.1,0.0,0,123.95
23.9,1.7,23.0,1015.1,16.1,5.6,220,118.74
22.2,2.2,27.0,1015.3,16.1,9.3,280,110.86
20.0,2.8,32.0,1015.5,16.1,0.0,0,120.47
18.3,3.9,39.0,1015.6,16.1,0.0,0,138.71
16.7,4.4,44.0,1015.5,16.1,0.0,0,142.28
15.0,5.0,51.0,1015.8,16.1,0.0,0,94.22
13.3,5.6,60.0,1015.9,16.1,0.0,0,77.7
13.3,5.0,57.0,1016.0,16.1,7.4,130,71.66
12.2,5.0,62.0,1015.7,16.1,7.4,100,66.17
11.7,5.0,64.0,1015.6,16.1,13.0,100,67.4
11.7,5.0,64.0,1015.6,16.1,0.0,0,67.08
10.6,5.0,68.0,1015.4,16.1,7.4,90,178.84
10.0,4.4,68.0,1015.1,16.1,7.4,90,194.4
10.0,4.4,68.0,1015.3,16.1,11.1,90,188.56
9.4,4.4,71.0,1015.6,16.1,5.6,120,193.09
10.0,3.9,66.0,1016.1,16.1,9.3,90,218.57
12.2,3.9,57.0,1016.3,16.1,9.3,130,253.66
15.0,4.4,49.0,1016.5,16.1,9.3,130,248.14
17.8,3.9,40.0,1016.8,16.1,9.3,140,248.06
19.4,3.9,36.0,1015.8,16.1,9.3,110,235.5
20.6,3.3,32.0,1014.5,16.1,5.6,60,234.73
21.7,1.7,27.0,1013.2,16.1,5.6,0,228.89
22.8,1.1,24.0,1012.2,16.1,0.0,0,230.62
23.3,0.6,22.0,1011.8,16.1,5.6,70,218.99
22.8,1.1,24.0,1011.2,16.1,0.0,0,208.41
22.2,1.1,25.0,1010.9,16.1,0.0,0,178.83
19.4,3.9,36.0,1010.7,16.1,0.0,0,158.26
18.3,4.4,40.0,1010.5,16.1,0.0,0,157.04
17.2,5.0,45.0,1010.1,16.1,0.0,0,163.5
16.7,5.0,46.0,1010.0,16.1,0.0,0,133.41
15.6,5.6,51.0,1010.4,16.1,0.0,0,116.79
15.6,5.6,51.0,1009.9,16.1,0.0,0,118.79
15.0,5.6,53.0,1009.7,16.1,7.4,90,114.52
15.0,5.0,51.0,1009.4,16.1,7.4,100,115.13
14.4,5.0,53.0,1009.3,16.1,0.0,0,100.11
13.3,5.0,57.0,1009.1,16.1,0.0,0,142.46
13.3,5.6,60.0,1008.8,16.1,9.3,100,153.95
13.9,3.3,49.0,1008.7,16.1,7.4,170,142.95
13.3,3.9,53.0,1009.1,16.1,9.3,100,154.0
13.9,3.9,51.0,1009.8,16.1,5.6,350,186.27
14.4,4.4,51.0,1010.5,16.1,0.0,0,231.24
15.6,5.0,49.0,1011.1,16.1,9.3,220,236.92
17.2,3.3,40.0,1011.5,16.1,7.4,270,246.43
18.9,2.8,34.0,1011.1,16.1,7.4,270,237.05
19.4,2.2,32.0,1010.5,16.1,0.0,0,231.38
20.6,2.2,30.0,1009.7,16.1,9.3,320,234.44
21.7,2.2,28.0,1009.8,16.1,5.6,340,227.07
22.8,2.8,27.0,1009.7,16.1,0.0,0,221.87
21.7,1.7,27.0,1010.4,16.1,31.5,10,209.0
20.6,2.8,31.0,1011.4,16.1,25.9,350,182.37
18.9,1.1,30.0,1012.4,16.1,22.2,360,167.21
18.3,1.7,33.0,1013.3,16.1,11.1,350,175.12
17.2,0.6,33.0,1014.1,16.1,13.0,350,169.81
17.2,0.0,31.0,1014.6,16.1,14.8,330,146.24
16.7,-0.6,31.0,1015.4,16.1,14.8,350,126.94
15.0,-0.6,35.0,1015.8,16.1,0.0,0,129.62
13.3,0.0,40.0,1016.1,16.1,0.0,0,128.84
10.6,1.1,52.0,1016.8,16.1,5.6,170,122.81
9.4,0.6,54.0,1017.7,16.1,11.1,190,120.8
11.1,-1.1,43.0,1018.1,16.1,0.0,0,151.76
14.4,-10.6,17.0,1018.4,16.1,27.8,40,168.98
28.3,-21.2,35.0,2038.7,32.2,40.7,70,168.46
11.1,-9.4,23.0,1020.7,16.1,14.8,360,180.26
11.1,-10.0,22.0,1021.4,16.1,7.4,350,209.59
12.8,-12.2,17.0,1022.3,16.1,16.7,30,240.87
13.3,-13.9,14.0,1023.2,16.1,31.5,50,248.73
13.9,-14.4,13.0,1023.8,16.1,27.8,40,253.51
14.4,-14.4,13.0,1023.8,16.1,18.5,360,253.94
15.6,-13.9,12.0,1022.9,16.1,18.5,20,255.4
16.7,-12.8,12.0,1021.9,16.1,16.7,360,258.47
17.2,-12.2,13.0,1021.9,16.1,18.5,20,250.46
18.3,-13.9,10.0,1021.7,16.1,20.4,30,253.12
18.3,-15.0,9.0,1021.8,16.1,18.5,40,173.17
17.2,-12.8,12.0,1022.3,16.1,18.5,50,209.73
16.1,-11.1,15.0,1022.9,16.1,18.5,40,187.22
15.6,-8.9,18.0,1023.6,16.1,22.2,50,189.79
15.0,-7.8,20.0,1024.0,16.1,24.1,50,194.8
13.9,-7.2,23.0,1024.7,16.1,16.7,60,149.14
12.8,-6.7,25.0,1025.5,16.1,14.8,70,124.88
12.2,-6.7,26.0,1026.0,16.1,5.6,30,125.07
11.1,-6.1,30.0,1026.2,16.1,7.4,90,121.29
10.0,-6.1,32.0,1026.5,16.1,7.4,50,114.43
8.9,-5.6,36.0,1026.4,16.1,7.4,140,104.29
8.3,-5.6,37.0,1026.0,16.1,7.4,100,186.74
7.2,-5.0,42.0,1025.4,16.1,9.3,80,205.21
7.2,-5.0,42.0,1025.2,16.1,7.4,90,206.45
7.2,-6.1,39.0,1025.5,16.1,9.3,110,218.86
7.2,-6.1,39.0,1026.0,16.1,7.4,130,241.03
10.0,-7.2,29.0,1026.0,16.1,11.1,100,263.77
12.2,-5.6,29.0,1026.4,16.1,13.0,130,258.18
13.3,-5.6,27.0,1026.3,16.1,9.3,80,249.51
13.9,-6.1,25.0,1025.4,16.1,5.6,0,246.14
15.0,-7.2,21.0,1023.8,16.1,0.0,0,246.28
16.1,-7.8,19.0,1022.5,16.1,7.4,250,240.74
16.7,-8.3,18.0,1021.4,16.1,7.4,0,242.06
17.2,-8.3,17.0,1020.7,16.1,7.4,300,230.1
16.7,-8.3,18.0,1020.2,16.1,9.3,240,219.16
16.1,-9.4,17.0,1019.9,16.1,7.4,300,196.51
16.1,-8.3,18.0,1020.3,16.1,9.3,340,171.65
16.1,-9.4,17.0,1020.5,16.1,9.3,310,171.05
15.0,-8.9,19.0,1020.6,16.1,7.4,0,183.77
12.8,-6.1,27.0,1020.4,16.1,0.0,0,145.88
11.7,-4.4,32.0,1020.1,16.1,13.0,100,137.53
12.2,-4.4,31.0,1019.9,16.1,0.0,0,94.74
11.1,-3.9,35.0,1019.8,16.1,5.6,0,93.83
12.2,-5.6,29.0,1019.4,16.1,9.3,60,89.13
13.3,-6.7,25.0,1019.3,16.1,7.4,0,72.13
14.4,-7.2,22.0,1018.8,16.1,14.8,70,73.83
14.4,-7.8,21.0,1018.6,16.1,24.1,60,72.94
13.3,-7.2,24.0,1018.4,16.1,22.2,70,75.08
13.3,-7.8,23.0,1018.6,16.1,16.7,70,94.6
13.3,-7.8,23.0,1019.2,16.1,22.2,70,229.26
15.0,-7.8,20.0,1020.0,16.1,18.5,70,192.07
17.2,-8.9,16.0,1020.2,16.1,20.4,60,164.99
18.9,-7.8,16.0,1019.9,16.1,24.1,70,147.96
20.6,-8.3,14.0,1019.3,16.1,27.8,60,128.29
22.2,-9.4,11.0,1018.0,16.1,25.9,80,125.31
23.3,-11.7,9.0,1017.0,16.1,35.2,80,123.57
23.9,-11.7,9.0,1015.7,16.1,18.5,70,121.36
23.9,-11.1,9.0,1015.1,16.1,7.4,80,119.39
23.9,-11.7,9.0,1015.1,16.1,14.8,90,114.27
23.3,-10.0,10.0,1015.0,16.1,0.0,0,107.07
19.4,-7.8,15.0,1015.2,16.1,0.0,0,112.25
17.8,-6.7,18.0,1015.8,16.1,0.0,0,78.86
16.7,-5.6,21.0,1016.6,16.1,9.3,70,67.73
16.7,-5.6,21.0,1017.3,16.1,5.6,60,67.86
15.6,-4.4,25.0,1017.5,16.1,13.0,90,65.74
16.1,-7.2,20.0,1017.7,16.1,7.4,90,65.02
13.9,-6.1,25.0,1017.6,16.1,0.0,0,66.73
12.8,-5.0,29.0,1017.5,16.1,0.0,0,67.02
13.3,-6.7,25.0,1017.3,16.1,5.6,50,66.53
11.1,-3.9,35.0,1017.3,16.1,0.0,0,64.85
10.0,-3.3,39.0,1017.4,16.1,0.0,0,67.58
10.6,-3.9,36.0,1017.5,16.1,0.0,0,70.44
11.7,-5.6,30.0,1017.9,16.1,13.0,40,79.06
11.7,-5.0,31.0,1018.6,16.1,9.3,110,199.25
11.7,-5.6,30.0,1018.9,16.1,11.1,80,190.61
16.1,-4.4,24.0,1018.7,16.1,9.3,110,161.45
19.4,-5.0,19.0,1018.4,16.1,14.8,100,136.97
21.7,-6.1,15.0,1017.8,16.1,18.5,70,122.83
23.3,-5.0,15.0,1016.6,16.1,7.4,160,119.05
23.9,-5.0,14.0,1015.6,16.1,0.0,0,120.49
24.4,-5.0,14.0,1015.0,16.1,7.4,190,117.41
23.9,-6.1,13.0,1015.3,16.1,11.1,160,113.73
23.3,-5.0,15.0,1015.4,16.1,7.4,150,107.86
22.2,-5.0,16.0,1015.8,16.1,0.0,0,106.93
19.4,-3.3,21.0,1016.4,16.1,7.4,80,114.9
17.2,-1.7,28.0,1017.3,16.1,5.6,100,95.76
16.1,-1.1,31.0,1017.6,16.1,0.0,0,87.89
13.3,0.0,40.0,1017.5,16.1,9.3,200,88.2
13.9,-1.1,36.0,1018.0,16.1,5.6,80,88.79
13.9,-0.6,37.0,1018.1,16.1,0.0,0,90.05
13.3,-0.6,39.0,1018.2,16.1,5.6,90,90.28
12.2,0.6,45.0,1018.3,16.1,5.6,120,90.95
13.3,-1.1,37.0,1017.9,16.1,7.4,110,90.66
13.9,-0.6,37.0,1017.4,16.1,9.3,120,165.58
13.3,-0.6,39.0,1017.3,16.1,13.0,160,160.72
13.9,-1.7,34.0,1017.3,16.1,0.0,0,152.02
13.9,-1.1,36.0,1017.8,16.1,0.0,0,162.87
12.2,0.6,45.0,1018.5,16.1,0.0,0,199.73
14.4,-0.6,36.0,1018.8,16.1,11.1,90,234.66
16.1,-0.6,32.0,1019.6,16.1,9.3,130,241.46
18.9,-1.1,26.0,1020.6,16.1,0.0,0,234.11
20.0,-3.3,21.0,1020.1,16.1,0.0,0,210.2
21.1,-3.9,18.0,1019.2,16.1,0.0,0,204.7
21.1,-3.9,18.0,1018.1,16.1,5.6,300,213.72
20.6,-2.2,22.0,1017.7,16.1,7.4,310,206.86
20.6,-1.7,22.0,1017.1,16.1,7.4,320,203.99
19.4,-1.1,25.0,1017.4,16.1,11.1,250,196.32
19.4,-1.7,24.0,1017.5,16.1,7.4,270,171.42
17.8,0.6,31.0,1017.9,16.1,5.6,210,159.19
17.2,2.2,37.0,1018.9,16.1,0.0,0,160.02
16.1,7.2,56.0,1019.5,16.1,5.6,120,165.72
15.6,7.8,60.0,1020.4,16.1,11.1,200,122.09
15.0,8.9,67.0,1020.8,16.1,9.3,80,102.65
13.9,9.4,74.0,1020.7,16.1,0.0,0,101.64
14.4,9.4,72.0,1020.7,16.1,7.4,180,99.66
14.4,9.4,72.0,1020.8,16.1,7.4,280,96.17
13.9,10.0,77.0,1020.7,16.1,7.4,330,75.59
13.3,10.0,80.0,1021.0,16.1,5.6,220,148.12
13.9,10.0,77.0,1021.2,16.1,9.3,250,152.16
11.7,10.0,89.0,1021.2,16.1,7.4,230,139.88
12.8,10.0,83.0,1021.8,16.1,0.0,0,150.26
13.3,10.6,84.0,1022.4,16.1,0.0,0,182.85
14.4,11.1,81.0,1022.9,16.1,0.0,0,219.37
15.0,10.6,75.0,1023.4,16.1,9.3,140,234.84
15.6,10.6,72.0,1023.6,16.1,9.3,80,237.6
17.8,9.4,58.0,1023.0,16.1,7.4,80,225.0
20.6,8.3,45.0,1021.3,16.1,14.8,90,210.03
21.7,8.3,42.0,1020.2,16.1,9.3,100,206.5
22.8,8.3,39.0,1019.9,16.1,7.4,190,214.2
22.2,8.9,43.0,1019.4,16.1,0.0,0,210.15
22.8,8.9,41.0,1019.1,16.1,0.0,0,207.27
22.2,9.4,44.0,1019.1,16.1,0.0,0,180.84
20.0,10.0,52.0,1019.3,16.1,5.6,240,160.5
19.4,10.0,54.0,1019.4,16.1,5.6,250,160.42
17.2,10.0,63.0,1019.4,16.1,5.6,230,158.83
17.2,10.0,63.0,1019.6,16.1,0.0,0,136.17
17.2,10.0,63.0,1020.1,16.1,0.0,0,121.9
16.1,10.6,70.0,1020.2,16.1,0.0,0,113.79
16.1,10.0,67.0,1019.7,16.1,5.6,280,110.81
13.9,10.0,77.0,1019.3,16.1,9.3,90,104.36
13.9,10.6,81.0,1019.5,16.1,0.0,0,88.15
12.2,10.0,86.0,1020.1,16.1,0.0,0,130.37
13.3,10.0,80.0,1019.9,16.1,5.6,20,136.76
11.7,9.4,86.0,1020.1,16.1,0.0,0,147.33
11.7,9.4,86.0,1020.2,16.1,11.1,80,146.05
11.1,9.4,89.0,1020.5,16.1,5.6,120,186.4
15.0,10.0,72.0,1020.9,16.1,5.6,130,222.79
16.7,9.4,62.0,1021.0,16.1,7.4,70,238.56
19.4,10.0,54.0,1020.8,16.1,11.1,140,233.26
21.1,8.9,46.0,1019.5,16.1,9.3,110,212.83
21.7,8.9,44.0,1018.2,16.1,5.6,0,221.33
22.8,8.9,41.0,1017.4,16.1,7.4,280,221.2
23.3,8.9,40.0,1016.4,16.1,11.1,330,211.0
23.3,8.3,38.0,1016.5,16.1,9.3,280,211.09
22.8,8.9,41.0,1016.7,16.1,14.8,270,201.46
22.8,7.8,38.0,1016.2,16.1,13.0,310,172.95
20.6,11.1,54.0,1016.5,16.1,11.1,250,162.89
20.0,11.1,56.0,1017.0,16.1,11.1,260,162.51
18.3,11.1,63.0,1017.0,16.1,7.4,240,160.44
19.4,10.6,57.0,1017.3,16.1,9.3,270,130.8
18.3,10.6,61.0,1017.0,16.1,7.4,260,113.13
17.8,10.6,63.0,1017.3,16.1,0.0,0,106.17
17.2,10.0,63.0,1017.0,16.1,0.0,0,101.46
17.2,10.6,65.0,1016.6,16.1,0.0,0,92.83
16.1,10.6,70.0,1016.8,16.1,5.6,90,95.18
15.0,10.6,75.0,1016.2,16.1,0.0,0,124.69
15.0,10.6,75.0,1015.9,16.1,7.4,90,130.98
15.0,10.6,75.0,1015.9,16.1,5.6,120,120.83
15.0,10.6,75.0,1016.2,16.1,0.0,0,132.65
15.0,10.6,75.0,1016.5,16.1,7.4,90,164.24
16.1,8.3,60.0,1016.9,16.1,7.4,100,205.44
17.8,7.8,52.0,1017.3,16.1,0.0,0,229.04
18.9,8.3,50.0,1017.4,16.1,0.0,0,210.55
19.4,8.3,49.0,1017.1,16.1,5.6,150,201.38
20.0,6.1,40.0,1016.0,16.1,9.3,50,210.86
20.6,6.7,40.0,1014.8,16.1,0.0,0,211.26
21.7,6.7,38.0,1014.3,16.1,9.3,130,206.85
21.1,8.9,46.0,1014.4,16.1,11.1,180,196.52
19.4,12.8,66.0,1015.4,16.1,9.3,150,192.19
17.2,12.8,75.0,1016.5,11.3,7.4,190,170.3
16.7,13.9,84.0,1016.5,12.9,9.3,80,159.51
16.1,14.4,90.0,1016.7,12.9,7.4,100,154.88
15.6,13.9,90.0,1016.0,16.1,0.0,0,163.47
15.6,13.9,90.0,1015.4,14.5,0.0,0,138.58
15.6,13.9,90.0,1015.1,9.7,5.6,230,116.31
15.0,13.3,90.0,1014.8,8.0,0.0,0,111.68
15.0,13.9,93.0,1014.0,14.5,5.6,80,108.87
30.0,27.8,186.0,2028.1,24.2,20.4,190,100.6
15.0,13.9,93.0,1012.9,16.1,9.3,100,90.81
14.4,12.8,90.0,1012.0,16.1,16.7,80,132.9
14.4,13.3,93.0,1011.6,14.5,11.1,100,142.93
43.2,39.900000000000006,279.0,3035.9,16.0,37.1,330,144.08
43.2,38.400000000000006,270.0,3036.4,29.0,50.0,320,147.52
28.8,26.1,183.0,2024.1,24.200000000000003,22.2,180,175.83
27.8,26.6,192.0,2023.6,8.8,37.0,220,213.13
55.6,53.2,384.0,4048.3,12.0,59.4,340,242.82
13.9,12.8,93.0,1011.6,2.4,16.7,80,243.36
13.9,13.3,96.0,1011.2,4.8,14.8,60,239.15
27.8,26.6,192.0,2021.6999999999998,5.6,25.9,160,239.05
28.8,27.200000000000003,190.0,2019.4,9.6,20.4,160,242.78
14.4,13.9,97.0,1009.0,4.8,7.4,240,239.43
29.4,26.6,183.0,2018.3,22.6,16.700000000000003,660,234.11
118.80000000000001,106.1,724.0,8076.799999999999,103.19999999999999,68.7,840,229.1
13.9,12.8,93.0,1009.2,16.1,16.7,80,204.15
27.8,25.0,182.0,2019.5,32.2,26.0,160,191.59
13.9,12.2,89.0,1009.8,16.1,9.3,90,179.28
13.9,12.2,89.0,1009.9,16.1,14.8,80,176.86
26.6,24.4,186.0,2020.6,32.2,20.4,190,136.83
12.8,11.7,93.0,1010.2,16.1,5.6,120,122.3
13.3,11.7,90.0,1009.7,16.1,9.3,130,91.92
26.6,23.4,180.0,2019.2,32.2,9.3,100,90.93
13.3,11.7,90.0,1008.9,16.1,7.4,90,82.79
13.3,11.7,90.0,1008.4,16.1,7.4,110,72.33
13.3,11.7,90.0,1008.0,16.1,7.4,90,65.47
13.3,11.7,90.0,1007.9,16.1,7.4,90,64.43
12.8,11.7,93.0,1008.0,16.1,0.0,0,67.61
12.8,11.7,93.0,1008.2,16.1,0.0,0,83.3
12.8,11.7,93.0,1008.6,16.1,0.0,0,202.28
13.9,12.2,89.0,1008.9,16.1,0.0,0,172.07
13.9,12.2,89.0,1009.6,16.1,0.0,0,148.27
13.9,11.7,87.0,1010.3,16.1,11.1,60,143.93
13.9,12.2,89.0,1010.1,11.3,0.0,0,144.9
14.4,12.2,87.0,1009.7,16.1,0.0,0,138.45
15.0,12.2,83.0,1009.4,16.1,5.6,140,132.31
29.4,25.0,174.0,2019.9,32.2,20.4,330,123.61
15.0,12.2,83.0,1009.8,16.1,11.1,170,124.29
15.0,11.1,78.0,1010.1,16.1,13.0,180,123.35
14.4,11.7,84.0,1010.8,16.1,0.0,0,141.44
13.9,11.7,87.0,1011.6,16.1,7.4,140,146.06
13.9,11.7,87.0,1012.1,16.1,0.0,0,91.16
13.3,11.7,90.0,1012.4,16.1,5.6,70,69.26
12.8,11.1,89.0,1012.9,16.1,0.0,0,68.6
12.2,11.1,93.0,1013.1,16.1,0.0,0,67.77
12.8,11.1,89.0,1013.8,16.1,5.6,290,67.96
2.2,-2.2,73.0,1018.2,16.1,9.3,260,67.72
1.7,-2.2,76.0,1017.9,16.1,0.0,0,70.19
1.7,-2.2,76.0,1018.0,16.1,0.0,0,70.02
1.1,-2.2,79.0,1017.5,16.1,0.0,0,72.07
0.6,-2.2,82.0,1017.3,16.1,7.4,220,71.53
0.0,-2.2,85.0,1017.1,16.1,7.4,220,77.85
0.0,-2.2,85.0,1017.5,16.1,0.0,0,90.99
0.6,-2.2,82.0,1018.1,16.1,7.4,260,238.28
1.7,-2.2,76.0,1018.7,16.1,9.3,270,223.56
3.9,-1.7,67.0,1018.9,16.1,9.3,230,192.91
5.6,-2.2,58.0,1018.4,16.1,5.6,210,169.6
7.2,-4.4,44.0,1017.2,16.1,0.0,0,147.29
10.0,-3.9,38.0,1016.1,16.1,11.1,240,138.3
10.6,-5.0,33.0,1015.4,16.1,11.1,230,129.96
11.7,-5.6,30.0,1015.5,16.1,5.6,0,128.48
11.7,-6.1,29.0,1015.8,16.1,11.1,240,117.08
11.1,-5.6,31.0,1016.0,16.1,13.0,230,111.5
10.0,-5.0,35.0,1016.6,16.1,9.3,240,111.88
8.9,-3.9,41.0,1017.4,16.1,7.4,160,123.61
7.2,-3.3,48.0,1018.0,16.1,9.3,140,96.32
6.1,-2.2,56.0,1018.7,16.1,9.3,110,85.78
5.6,-2.2,58.0,1018.8,16.1,16.7,80,88.54
5.0,-1.7,62.0,1019.3,16.1,13.0,80,88.41
5.0,-1.7,62.0,1019.9,16.1,11.1,70,90.83
12.2,10.0,86.0,1018.3,16.1,11.1,100,93.52
12.2,10.0,86.0,1018.2,14.5,13.0,100,91.5
11.1,10.0,93.0,1018.0,16.1,7.4,90,95.08
11.1,9.4,89.0,1018.2,16.1,0.0,0,191.08
10.0,8.9,93.0,1018.1,16.1,7.4,140,207.41
10.6,8.9,89.0,1018.6,16.1,7.4,100,193.57
9.4,8.3,93.0,1019.1,16.1,5.6,100,204.59
10.0,7.8,86.0,1018.9,16.1,14.8,130,225.41
11.7,6.7,71.0,1019.7,16.1,11.1,80,252.88
13.9,6.1,59.0,1019.5,16.1,11.1,80,248.06
16.7,6.1,50.0,1019.3,16.1,9.3,90,248.94
18.9,3.9,37.0,1018.3,16.1,7.4,110,244.74
20.0,3.3,33.0,1017.2,16.1,0.0,0,235.36
21.1,1.1,27.0,1016.0,16.1,0.0,0,223.18
22.2,1.7,26.0,1015.0,16.1,7.4,290,214.29
22.8,1.7,25.0,1014.5,16.1,9.3,300,217.57
22.8,2.8,27.0,1014.2,16.1,5.6,240,210.36
22.2,1.1,25.0,1014.2,16.1,9.3,280,180.74
21.1,2.2,29.0,1014.8,16.1,11.1,290,162.47
17.2,7.2,52.0,1015.1,16.1,0.0,0,167.48
16.7,7.8,56.0,1015.6,16.1,5.6,0,169.52
15.6,8.3,62.0,1015.7,16.1,0.0,0,131.67
15.0,8.9,67.0,1016.0,16.1,0.0,0,107.15
13.3,8.3,72.0,1015.9,16.1,0.0,0,102.65
18.3,9.4,56.0,1011.9,16.1,11.1,180,100.84
18.3,8.9,54.0,1011.5,16.1,14.8,160,91.83
17.8,9.4,58.0,1010.9,16.1,5.6,140,77.12
17.8,10.0,60.0,1010.3,16.1,11.1,170,165.69
17.8,9.4,58.0,1010.0,16.1,11.1,150,172.76
17.8,9.4,58.0,1009.8,16.1,14.8,160,163.14
17.8,9.4,58.0,1009.8,16.1,13.0,160,171.75
17.8,9.4,58.0,1009.7,16.1,25.9,170,205.68
25.5,20.6,170.0,2022.5,30.6,50.0,520,231.52
22.799999999999997,18.8,175.0,2025.1999999999998,27.400000000000002,61.099999999999994,520,236.29
11.7,9.4,86.0,1012.8,16.1,20.4,270,238.04
11.7,9.4,86.0,1012.8,6.4,22.2,270,220.93
11.7,8.9,83.0,1012.6,11.3,18.5,270,216.14
23.4,18.8,172.0,2025.1,30.6,27.8,600,223.83
22.799999999999997,17.200000000000003,166.0,2025.4,27.400000000000002,0.0,0,217.5
12.2,8.9,80.0,1012.7,16.1,0.0,0,211.99
12.8,8.3,74.0,1013.3,16.1,5.6,50,204.2
26.1,18.8,157.0,2027.1999999999998,32.2,24.1,100,184.0
12.2,8.9,80.0,1013.6,16.1,13.0,120,161.85
11.7,8.9,83.0,1014.3,16.1,11.1,120,159.66
11.1,8.9,86.0,1014.9,16.1,11.1,130,159.9
11.1,8.9,86.0,1015.1,16.1,7.4,110,136.05
11.1,8.9,86.0,1015.3,16.1,5.6,70,119.23
11.1,9.4,89.0,1014.7,16.1,5.6,110,114.45
24.4,-6.7,12.0,1008.0,16.1,7.4,290,114.53
22.2,-5.6,15.0,1008.3,16.1,7.4,230,110.34
20.6,-1.7,22.0,1008.1,16.1,13.0,100,94.59
19.4,-1.1,25.0,1008.3,16.1,14.8,90,148.84
18.3,0.0,29.0,1008.5,16.1,18.5,90,160.24
18.3,-1.1,27.0,1008.9,16.1,14.8,100,156.72
18.3,-1.1,27.0,1009.5,16.1,16.7,100,162.7
20.0,-1.7,23.0,1010.0,16.1,18.5,120,196.78
21.1,-2.2,21.0,1010.7,16.1,14.8,120,226.97
23.3,-2.2,18.0,1011.1,16.1,9.3,0,232.81
25.6,-1.7,17.0,1011.5,16.1,5.6,0,236.58
27.2,-1.1,16.0,1011.3,16.1,16.7,240,218.06
27.2,0.0,17.0,1010.7,16.1,9.3,0,227.83
28.9,0.6,16.0,1010.0,16.1,22.2,300,224.13
29.4,-1.1,14.0,1009.3,16.1,24.1,280,218.85
30.6,-5.0,10.0,1008.6,16.1,20.4,260,218.31
30.0,-4.4,10.0,1008.6,16.1,25.9,290,211.79
28.9,-6.7,9.0,1008.8,16.1,25.9,280,183.6
28.3,-8.3,9.0,1009.2,16.1,20.4,300,160.41
27.2,-10.0,8.0,1010.0,16.1,14.8,260,158.7
23.9,-4.4,15.0,1011.0,16.1,7.4,230,156.2
23.3,-6.7,13.0,1011.6,16.1,11.1,240,130.21
22.8,-8.3,12.0,1011.9,16.1,9.3,240,121.85
22.2,-9.4,11.0,1012.3,16.1,11.1,250,125.16
30.0,-1.7,13.0,1006.8,16.1,18.5,260,127.42
27.8,-0.6,16.0,1006.4,16.1,5.6,220,118.12
25.6,1.1,20.0,1006.4,16.1,0.0,0,111.23
25.0,1.1,21.0,1007.2,16.1,13.0,130,135.83
24.4,1.7,23.0,1007.3,16.1,11.1,70,147.01
22.8,2.2,26.0,1007.8,16.1,14.8,80,142.28
23.3,1.7,24.0,1008.4,16.1,13.0,80,157.48
25.0,2.8,24.0,1008.9,16.1,14.8,100,179.6
27.2,2.8,21.0,1009.1,16.1,13.0,110,221.4
30.0,1.7,16.0,1009.0,16.1,9.3,70,226.26
31.7,0.0,13.0,1008.8,16.1,7.4,200,220.67
33.3,0.6,12.0,1007.9,16.1,0.0,0,211.39
35.0,-0.6,10.0,1006.8,16.1,11.1,0,207.99
34.4,-0.6,11.0,1005.7,16.1,0.0,0,200.46
35.6,-1.7,9.0,1004.6,16.1,18.5,270,206.25
36.1,-1.1,9.0,1003.7,16.1,13.0,260,208.67
35.6,-1.1,10.0,1003.2,16.1,7.4,0,204.34
36.1,0.0,10.0,1003.1,16.1,18.5,290,179.28
35.0,0.6,11.0,1002.9,16.1,13.0,300,159.62
34.4,1.1,12.0,1003.6,16.1,16.7,280,154.48
32.2,2.8,15.0,1005.2,16.1,22.2,210,152.57
31.1,3.9,18.0,1006.2,16.1,11.1,190,130.14
30.0,3.3,18.0,1006.3,16.1,16.7,260,119.51
28.9,3.9,20.0,1006.6,16.1,9.3,250,113.94
31.1,-1.7,12.0,1007.8,16.1,7.4,70,110.12
29.4,0.6,16.0,1008.1,16.1,5.6,40,100.95
27.2,2.8,21.0,1008.2,16.1,16.7,70,90.15
26.1,2.8,22.0,1008.5,16.1,11.1,80,118.45
25.6,2.2,22.0,1008.8,16.1,11.1,100,136.65
25.6,3.3,24.0,1009.4,16.1,13.0,90,142.09
26.1,3.9,24.0,1009.8,16.1,16.7,90,143.37
28.9,3.3,19.0,1010.0,16.1,9.3,140,169.17
31.7,1.7,15.0,1010.3,16.1,11.1,140,213.48
34.4,1.7,13.0,1009.9,16.1,9.3,220,226.03
35.6,0.6,11.0,1009.6,16.1,9.3,150,206.77
36.1,0.6,11.0,1009.0,16.1,11.1,310,210.87
36.7,-0.6,9.0,1008.2,16.1,5.6,0,205.84
38.3,-1.1,8.0,1007.4,16.1,5.6,0,210.89
40.0,-3.3,6.0,1006.7,16.1,27.8,260,216.05
38.9,-5.6,6.0,1005.9,16.1,18.5,280,213.98
38.9,-6.1,6.0,1005.7,16.1,22.2,280,208.03
37.8,-7.2,5.0,1005.2,16.1,20.4,260,178.5
37.2,-7.2,6.0,1005.1,16.1,27.8,280,154.91
